driverType,driverVIN,driverMedallion,driverName,driverCabYear,driverCabMake,driverCabModel,driverDMVLicense,driverCompany,driverCompanyPhone
Y,,121,TRIBECA CAB CORP,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,130,TRIBECA CAB CORP,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,136,DOVER TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,145,JIMMYZ TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,162,DEKA TWO CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,171,TRIBECA CAB CORP,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,178,JIMMYZ TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,212,COLUMBIA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,240,VDAY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,289,JOHNS CABS CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,292,EGYTIAN BLUE TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,312,REPORTER TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,322,ARMENIA TAXI LLC,2013,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,330,PERRY TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,366,SPIDERMAN TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,380,TOWER OF LONDON TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,388,DEKA CAB CORP,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,397,WINDSOR CASTLE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,410,WINDSOR CASTLE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,426,KING GENE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,440,KING GENE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,452,REPORTER TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,453,FUCHSIA TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,454,BIG CITY TAXI CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,482,GULFSTREAM TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,484,GULFSTREAM TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,489,SEGWAY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,539,LEAR TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,566,LEAR TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,568,SWEETNESS TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,570,SWEETBOY TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,572,SIX GEMS LLC,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,598,WOLF PACK TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,613,JOHNS CABS CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,633,MONTICELLO TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,637,LIVERPOOL TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,638,MARBELLA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,653,OIA CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,675,JOHNS CABS CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,677,SANTORINI CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,687,SANTORINI CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,698,PERRY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,699,TYGF TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,765,SEGWAY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,778,SPIDERMAN TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,790,FRAPPE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,791,MUNICH TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,794,SPRUCE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,801,EGYTIAN BLUE TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,807,JOHNS CABS CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,834,LENA JOHN CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,836,JOHNS CABS CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,840,HUDSON CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,853,SOUTHAMPTON TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,858,HUNTER GREEN TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,899,HUNTER GREEN TAXI INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,907,LENA JOHN CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,913,CUCUMBER TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,914,BETHUNE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,926,JOHNS CABS CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,930,TYTM TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,949,GREENVALE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,956,DEKA CAB CORP,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,965,PINEAPPLE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,975,OIA CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,986,BETHUNE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,992,GDF HOLDINGS LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1115,LETTUCE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1143,GRAPEVINE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1149,GDF HOLDINGS LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1162,OXFORD TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1173,EL DUQUE TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1220,ANY CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,1249,SNOW BOARD TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1265,LETTUCE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1282,CHALLENGER TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1296,CHARLES TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1299,SPRUCE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1307,"PED 1, LLC",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1327,GOOD CAB CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1341,MILAN TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,1373,PINE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1387,MALAGA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1392,OAK TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1427,ARTHUR TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1431,FUCHSIA TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1449,OIA CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,1494,DOVE TWO TAXI CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,1510,PAPA BEAR TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1559,PINE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1585,TRIBECA THREE CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,1593,LOCUST TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1594,HARRODS TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1598,MAY DAY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1604,DOVE TAXI CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,1614,OIA CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,1638,FALCON TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1679,COLUMBIA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1688,LOCUST TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1693,HARRODS TAXI LLC,2012,DODGE,CARAVAN GASOLINE Y ,,,
Y,,1695,LAIGHT TAXI CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,1728,BIRKIN CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1735,TYGF TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1736,SANDRA TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,1741,PECONIC TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1782,MUMBAI TAXI LLC,2011,NISSAN,ALTIMA GASOLINE N ,,,
Y,,1791,BIRKIN CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,1825,SULLIVAN TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,1838,AQUAMARINE TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,1839,BERLINETTA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1871,DIANA MANAGEMENT LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1896,SIROB TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1916,TOCCA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,1935,SIROB TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2006,CHARLES TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2008,LOUIS CHIAGOURIS CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2017,ANY CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,2021,SULLIVAN TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2044,BVB TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2074,PECONIC TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2115,TAILGATER CAB CORP,2012,DODGE,CARAVAN GASOLINE Y ,,,
Y,,2116,BVB TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2128,KRASOTKA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2144,AQUAMARINE TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2159,DEKA CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2167,TRIBECA TWO CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,2193,TAILGATER CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2194,ANY CAB TWO CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2206,PERSISTENCE TAXI LLC,2012,DODGE,CARAVAN GASOLINE Y ,,,
Y,,2218,ANY CAB CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2258,CHALLENGER TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2261,MONTICELLO TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2268,THE SITUATION TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2270,TOCCA TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2297,VDAY TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2309,IONIAN TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2316,TAIPEI TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2370,FALCON TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2373,MANCHESTER TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2378,LEEDS TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2396,PERSISTENCE TAXI LLC,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,2397,COFFEE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2413,CUCUMBER TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2443,CELTIC TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2465,SANTORINI TWO CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2468,DOVE TAXI CORP.,2013,FORD,C-MAX GASOLINE N ,,,
Y,,2482,EL DUQUE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2490,A B C CAB CO,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2520,THE SITUATION TAXI LLC,2012,DODGE,CARAVAN GASOLINE Y ,,,
Y,,2521,ATHENS TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2546,VOLCANO TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2553,JJ TRANSIT LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2559,"DESIDERATO CAB COMPANY, INC.",2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2562,FENDER BENDER CAB CORP,2013,FORD,C-MAX HYBRID N ,,,
Y,,2578,SANTORINI FIVE CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2579,SANTORINI FIVE CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2625,C DORTCH INC,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2627,HUDSON CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,2633,ATHENS TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2634,PIRAEUS TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2635,PIRAEUS TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2648,MONGOLIA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2655,SPETSES TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2665,OAK TAXI LLC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,2667,SKIDMORE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2674,SPETSES TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2699,VOLCANO TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2720,NEW CASTLE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2785,JARDIN TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,2789,GOLD COAST TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2796,SANTORINI CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,2803,MADISON CAB CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2805,MADISON CAB CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,2806,MADISON CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,2814,SIX GEMS LLC,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2822,OXFORD TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2849,TRIBECA TWO CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2855,GOOD CAB CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2859,DEKA CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2862,PIREAS TAXI CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2875,T & A ENTERPRISES INC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2900,SKIDMORE TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2924,SARATOGA TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2939,TAILGATER CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,2941,TRIBECA TWO CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2942,ANY CAB CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2951,SNOW BOARD TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,2971,BIRCHWOOD TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,2978,SIX GEMS LLC,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,2998,SCUBA TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3039,TOLSTYAK TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3096,BIG CITY TAXI CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3099,BIG CITY TAXI CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3163,BARROW TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3164,ST. PETERSBURG TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3165,ST. PETERSBURG TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3166,FRANKLIN TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3167,FRANKLIN TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3168,FLATIRON TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3169,FLATIRON TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3170,BROOME TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3171,BROOME TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3172,WATTS TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3173,LARISSA TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3174,LARISSA TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3175,RHODES TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3176,TRIPOLI TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3177,TRIPOLI TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3178,KAVALA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3179,DEKA THREE CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,3180,KAVALA TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3181,DEKA THREE CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,3182,DEKA THREE CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3183,PATRA TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3184,PATRA TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3185,MYKONOS TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3186,MYKONOS TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3187,CORFU TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3188,CORFU TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3189,CELTIC TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3198,ILLINOIS TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3200,MANILLA TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3205,MADISON CAB CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3220,LAIGHT TAXI CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3235,GLENDALE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3245,BIG CITY TAXI CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3249,STNY TAXI CORP.,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3265,ICELAND TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3268,SANTORINI TWO CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3289,BROOKLYN TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3304,ANY CAB CORP.,2009,TOYOTA,CAMRY HYBRID N ,,,
Y,,3334,SANTORINI SIX CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3335,TRIBECA TWO CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,3337,SWEETBOY TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3342,SANTORINI SIX CAB CORP.,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3349,GREENWICH TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3352,STNY TAXI CORP.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3361,TAILGATER CAB CORP,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3377,JERSEY SHORE TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3381,UNIVERSITY TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3422,STNY TAXI CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3441,TAIPEI TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3448,623 TAXI INC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3452,UNIVERSITY TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3492,TOCCA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3494,HONG KONG TAXI LLC,2012,DODGE,GRAND CARAVAN GASOLINE Y ,,,
Y,,3531,DIANA MANAGEMENT LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3551,ICELAND TAXI LLC,2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3554,SANTORINI FOUR CAB CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3568,SWEETBOY TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3601,SANTORINI SIX CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3605,JERSEY SHORE TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3611,LAIGHT TAXI CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3649,PARTHENAN LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3650,CITY TAXI INC.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3681,SANTORINI FIVE CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3682,SANTORINI SIX CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3686,SM LEGACY INC,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3687,"PED 2, LLC",2014,TOYOTA,PRIUS HYBRID N ,,,
Y,,3691,MUMBAI TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3698,LONDON BRIDGE TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3708,SANTORINI THREE CAB CORP.,2010,NISSAN,ALTIMA HYBRID N ,,,
Y,,3710,ZIVONE TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3719,LOYALTY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3742,GREENWICH TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3743,SANTORINI FIVE CAB CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,3780,CITY TAXI INC.,2013,FORD,C-MAX HYBRID N ,,,
Y,,3805,KRASOTKA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3808,BORIS TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3820,POBEDA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3841,PATMOS TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3856,SCUBA TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3857,EZE TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3869,BORIS TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3876,KSR CAB INC.,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3881,FENDER BENDER CAB CORP,2013,FORD,C-MAX HYBRID N ,,,
Y,,3889,ZAHARIA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3912,HAIFA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3915,JJ TRANSIT LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3917,HAIFA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3925,HEMINGWAY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3927,HEMINGWAY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3948,PULITZER TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3953,PULITZER TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3956,LOYALTY TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3958,MANCHESTER TAXI LLC,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,3962,SANTORINI TWO CAB CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,3970,MOKKA TAXI LLC,2013,FORD,C-MAX HYBRID N ,,,
Y,,3972,ANDROS TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3973,MOKKA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3975,SULLIVAN TAXI LLC,2009,NISSAN,ALTIMA HYBRID N ,,,
Y,,3982,HARLEM TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3985,HYDRA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,3989,BERLINETTA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4008,HYDRA TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4010,DOVE TAXI CORP.,2013,FORD,C-MAX HYBRID N ,,,
Y,,4013,HARLEM TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4026,GOLDENROD TAXI INC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4031,ZEN TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
Y,,4033,ANY CAB CORP.,2011,TOYOTA,CAMRY HYBRID N ,,,
Y,,4040,DEKA THREE CAB CORP.,2010,TOYOTA,CAMRY HYBRID N ,,,
Y,,4044,DEEP DISH TAXI LLC,2011,NISSAN,ALTIMA HYBRID N ,,,
